week,origin_lat,origin_lng,cluster_size,next_centroid,destination_lat,destination_lng,e_distance,week
1585569600,-3.8529096249999997,-38.65425699014001,2,1,-3.746289,-38.5499015,0.1491912396828268,2020-03-30 12:00:00
1586131200,-3.789503691083974,-38.564841601356406,2989,1,-3.795137170455551,-38.56062245764921,0.007038271328532427,2020-04-06 00:00:00
1586131200,-5.042951913596491,-38.15872456807031,114,4,-5.173271742857143,-38.09607550980602,0.1445965504422279,2020-04-06 00:00:00
1586142000,-3.7889893701754387,-38.541188637272654,57,0,-3.781788548780488,-38.53919550805186,0.007471572311274641,2020-04-06 03:00:00
1586142000,-4.2252946,-38.9209686,1,3,-4.2504073,-38.837370740000004,0.08728831478219783,2020-04-06 03:00:00
1586152800,-3.763250602,-38.54664781577687,25,0,-3.768336875531915,-38.56169285299984,0.015881540331046957,2020-04-06 06:00:00
1586152800,-3.5077556,-39.37829043333333,3,2,-3.54128232,-39.42217178,0.05522330612280592,2020-04-06 06:00:00
1586152800,-4.3285236000000005,-38.88419508176212,1,3,-4.33650745,-38.7573634,0.12708271857300338,2020-04-06 06:00:00
1586163600,-3.8762649,-38.6115539129797,2,5,-3.8413812,-38.58552152519956,0.04352651765801357,2020-04-06 09:00:00
1586163600,-3.7372776500000002,-38.521132975,4,0,-3.7643159666666666,-38.52152793333333,0.0270412011608122,2020-04-06 09:00:00
1586163600,-3.69206105,-38.71316185,2,4,-3.7268848,-38.60378758571429,0.11478424653257378,2020-04-06 09:00:00
1586163600,-3.806755625,-38.600263225,4,5,-3.8413812,-38.58552152519956,0.03763307265270691,2020-04-06 09:00:00
1586174400,-3.746289,-38.5499015,1,0,-3.78540465625,-38.564887947535006,0.04188828205817257,2020-04-06 12:00:00
1586736000,-3.789602335706557,-38.5753623099982,4621,0,-3.8287795742919557,-38.57135440989973,0.03938171258974252,2020-04-13 00:00:00
1586736000,-6.639514689171974,-39.510046347587746,157,2,-6.576295766603771,-39.41088792415955,0.11759687541650544,2020-04-13 00:00:00
1586736000,-3.674505090198238,-40.1624005796444,454,3,-3.648187805982275,-40.234852163833466,0.07708327639763955,2020-04-13 00:00:00
1586746800,-3.775851766666667,-38.54519309086732,81,0,-3.781081436971831,-38.559689257187316,0.015410655063479767,2020-04-13 03:00:00
1586757600,-3.768336875531915,-38.56169285299984,47,0,-3.799652763414634,-38.60860229063692,0.05640195185642666,2020-04-13 06:00:00
1586768400,-3.7676190214285716,-38.58094164291416,14,0,-3.7806477928571427,-38.58293770413657,0.013180786988254523,2020-04-13 09:00:00
1586779200,-3.902286325,-38.649371690140015,2,3,-3.8659134666666666,-38.58192711044631,0.07662738514076042,2020-04-13 12:00:00
1586779200,-3.7722362,-38.527021266666665,3,0,-3.75268425,-38.58360336706374,0.05986495497552841,2020-04-13 12:00:00
1586779200,-3.7206520000000003,-38.54643213333333,3,0,-3.75268425,-38.58360336706374,0.04906898875441472,2020-04-13 12:00:00
1586790000,-3.7777657,-38.4623898,2,1,-3.78348305625,-38.55748748680273,0.09526939801355508,2020-04-13 15:00:00
1586790000,-3.8778331,-38.603682100798245,2,1,-3.78348305625,-38.55748748680273,0.10505176399214883,2020-04-13 15:00:00
1586790000,-3.7076431,-38.5650444,1,1,-3.78348305625,-38.55748748680273,0.07621552270434812,2020-04-13 15:00:00
1586811600,-3.8141532,-38.590863,1,1,-3.7557882,-38.5652199,0.06374983766562907,2020-04-13 21:00:00
1587340800,-3.7946461149891446,-38.58579777160427,6448,4,-3.8050732158681124,-38.58871745538909,0.010828157104100358,2020-04-20 00:00:00
1587340800,-6.6815120242616,-39.52011177966904,237,3,-6.7145249695402285,-39.528035467881644,0.033950543308851694,2020-04-20 00:00:00
1587340800,-3.6494939866124265,-40.23650530431251,676,1,-3.6754783509314137,-40.26656572069754,0.03973431542524821,2020-04-20 00:00:00
1587340800,-5.066328323287672,-38.137729127538016,219,0,-5.067218138049451,-38.12389741184674,0.013860307684642744,2020-04-20 00:00:00
1587351600,-3.80643025,-38.58202164739082,151,0,-3.7875151752650176,-38.562535920761675,0.027156465057639113,2020-04-20 03:00:00
1587351600,-3.527243266666667,-39.5519069376977,9,3,-3.6474860227272727,-39.601946182131336,0.13023918906445262,2020-04-20 03:00:00
1587362400,-3.799652763414634,-38.60860229063692,82,3,-3.787462163125,-38.57993326942585,0.031153226357448018,2020-04-20 06:00:00
1587373200,-3.7806477928571427,-38.58293770413657,28,0,-3.8217983411290324,-38.61104504116505,0.04983362336958871,2020-04-20 09:00:00
1587384000,-3.7934337,-38.5690832,2,0,-3.840764292857143,-38.587510445061255,0.05079122345851337,2020-04-20 12:00:00
1587384000,-3.87485265,-38.61419286566946,2,0,-3.840764292857143,-38.587510445061255,0.04328934813611584,2020-04-20 12:00:00
1587384000,-3.7526811,-38.5875716,2,6,-3.7418193454545454,-38.57580760909091,0.016011533147115682,2020-04-20 12:00:00
1587384000,-3.8480351,-38.5173956,1,0,-3.840764292857143,-38.587510445061255,0.07049082304977548,2020-04-20 12:00:00
1587384000,-3.7044722,-38.5812573,2,6,-3.7418193454545454,-38.57580760909091,0.037742660274882024,2020-04-20 12:00:00
1587384000,-3.76761575,-38.60939936944618,1,6,-3.7418193454545454,-38.57580760909091,0.042353994515528445,2020-04-20 12:00:00
1587394800,-3.78348305625,-38.55748748680273,8,2,-3.720923925,-38.5908197,0.0708849866977261,2020-04-20 15:00:00
1587405600,-3.8931926,-38.6106944,1,1,-3.8437949,-38.6118084,0.04941025967377892,2020-04-20 18:00:00
1587405600,-3.8605193,-38.4922174,1,0,-3.809179125,-38.51708975,0.057047763878946584,2020-04-20 18:00:00
1587945600,-3.8466971588735133,-38.57055675062451,8238,0,-3.8703016299293633,-38.5734829103813,0.023785152186916868,2020-04-27 00:00:00
1587945600,-3.6838847611908783,-40.29437010654037,1184,1,-3.5779687147058823,-40.253164382736195,0.11364911164425792,2020-04-27 00:00:00
1587945600,-6.591925657246379,-39.42297273014766,414,2,-6.469485580298505,-39.343318375741795,0.1460698073480368,2020-04-27 00:00:00
1587956400,-3.7875151752650176,-38.562535920761675,283,0,-3.7712562613114753,-38.56070119467286,0.01636210569441133,2020-04-27 03:00:00
1587967200,-3.8795937875,-40.5164385875,8,1,-3.8129345,-40.490233209220044,0.07162529204679728,2020-04-27 06:00:00
1587967200,-3.7948971449367086,-38.57029596840593,158,0,-3.7773838821428574,-38.566319562306504,0.017959013869399583,2020-04-27 06:00:00
1587978000,-3.8217983411290324,-38.61104504116505,62,0,-3.783888061450382,-38.570685915174614,0.055371909448781904,2020-04-27 09:00:00
1587988800,-3.7558453710526316,-38.6182985060752,19,0,-3.81628596,-38.57602889877769,0.07375489470753223,2020-04-27 12:00:00
1587988800,-6.2115048,-39.5336903,1,2,-6.185921716666667,-39.540620943280345,0.02650524417916097,2020-04-27 12:00:00
1587999600,-3.819837,-38.5735617,1,0,-3.770324560869565,-38.5867787254176,0.05124618414763093,2020-04-27 15:00:00
1587999600,-3.73599775,-38.517351649999995,2,0,-3.770324560869565,-38.5867787254176,0.07744965297184048,2020-04-27 15:00:00
1587999600,-3.81833495,-38.483069549999996,2,0,-3.770324560869565,-38.5867787254176,0.11428294067752848,2020-04-27 15:00:00
1587999600,-3.7124689,-38.6044591,3,0,-3.770324560869565,-38.5867787254176,0.06049688537162867,2020-04-27 15:00:00
1587999600,-3.8778331,-38.603682100798245,2,0,-3.770324560869565,-38.5867787254176,0.10882927035090706,2020-04-27 15:00:00
1588010400,-3.8353725,-38.485165,2,2,-3.7481588,-38.4808581,0.08731997970477859,2020-04-27 18:00:00
1588010400,-3.8437949,-38.6118084,2,0,-3.786474575,-38.5711539,0.07027380755472107,2020-04-27 18:00:00
1588010400,-3.7260186,-38.5502355,1,1,-3.709917125,-38.580723325,0.03447847111264891,2020-04-27 18:00:00
1588010400,-3.8399529,-38.5477935,1,0,-3.786474575,-38.5711539,0.05835785751023175,2020-04-27 18:00:00
1588021200,-3.8125244,-38.6032973,1,0,-3.82852165,-38.58604702919352,0.023526237488250997,2020-04-27 21:00:00
1588021200,-3.8112294,-38.6185398,1,0,-3.82852165,-38.58604702919352,0.03680763595366541,2020-04-27 21:00:00
1588550400,-3.8150972607950306,-38.59882639643243,9421,1,-3.8187940643496177,-38.60660436807579,0.00861180582354561,2020-05-04 00:00:00
1588550400,-3.575302712979684,-40.23708202569196,2215,3,-3.650279873182121,-40.327309232834146,0.11731378205843905,2020-05-04 00:00:00
1588550400,-6.6559307098409555,-39.38874384088954,503,4,-6.707450031921982,-39.51444502556119,0.13584928551775113,2020-05-04 00:00:00
1588550400,-5.112007795541401,-38.14585704644632,628,0,-5.074069221521173,-38.22322398205368,0.08616831275885915,2020-05-04 00:00:00
1588561200,-3.7712562613114753,-38.56070119467286,305,0,-3.787182630544747,-38.566083093919104,0.016811129541712388,2020-05-04 03:00:00
1588561200,-3.508868916,-39.490353135151764,25,2,-3.520250578125,-39.60733621162626,0.1175354517333822,2020-05-04 03:00:00
1588572000,-3.796585388390093,-38.573898183287426,323,0,-3.778844377932099,-38.55879767836477,0.023297396877758322,2020-05-04 06:00:00
1588582800,-3.7788599073076923,-38.5711648168298,130,0,-3.812521508515284,-38.58431661939767,0.03613963622880669,2020-05-04 09:00:00
1588582800,-3.56856522,-39.395008250000004,10,2,-3.50210354375,-39.417607043749996,0.07019871714473677,2020-05-04 09:00:00
1588593600,-3.81628596,-38.57602889877769,65,0,-3.8098381088607596,-38.5876669031646,0.013304808551130073,2020-05-04 12:00:00
1588604400,-3.8299751222222223,-38.63437988919214,27,0,-3.79102744893617,-38.58925977857126,0.059604912856452794,2020-05-04 15:00:00
1588615200,-3.786474575,-38.5711539,4,1,-3.787088275,-38.58462541666667,0.013485488095321765,2020-05-04 18:00:00
1588615200,-3.709917125,-38.580723325,4,1,-3.787088275,-38.58462541666667,0.07726973994719914,2020-05-04 18:00:00
1588615200,-3.7481588,-38.4808581,1,1,-3.787088275,-38.58462541666667,0.11082941862049435,2020-05-04 18:00:00
1588615200,-3.740674,-38.6559007,1,1,-3.787088275,-38.58462541666667,0.08505557558360373,2020-05-04 18:00:00
1588626000,-3.8480351,-38.5173956,1,5,-3.788105,-38.5229712,0.06018890430332013,2020-05-04 21:00:00
1588626000,-3.8519699,-38.6373438,3,0,-3.8580303125,-38.621795757906526,0.016687426782053833,2020-05-04 21:00:00
1588626000,-3.7791281999999997,-38.6076638,2,6,-3.7605115500000004,-38.585702749999996,0.028790056866327688,2020-05-04 21:00:00
1588626000,-3.7257065,-38.4848018,1,7,-3.7218504,-38.5416884,0.057017144497068024,2020-05-04 21:00:00
1588626000,-3.8746967,-38.61942572516115,2,0,-3.8580303125,-38.621795757906526,0.016834058553481742,2020-05-04 21:00:00
1588626000,-3.7822009,-38.5032877,1,5,-3.788105,-38.5229712,0.02054990436034904,2020-05-04 21:00:00
1588626000,-3.8613789,-38.5804344,2,0,-3.8580303125,-38.621795757906526,0.0414966862121007,2020-05-04 21:00:00
1589155200,-3.906835229509309,-38.56812903085928,12513,0,-3.970409553586773,-38.58542939938604,0.06588624616144276,2020-05-11 00:00:00
1589155200,-3.647094241360234,-40.30537067611487,3073,1,-3.5723631456415617,-40.37609722696885,0.10289305935392033,2020-05-11 00:00:00
1589155200,-6.559227898794214,-39.35449475306059,1244,3,-6.704800760203419,-39.357308309124264,0.14560004833982457,2020-05-11 00:00:00
1589166000,-3.787182630544747,-38.566083093919104,257,0,-3.8073447566037735,-38.615026320821165,0.052933456214016045,2020-05-11 03:00:00
1589176800,-2.99992315,-39.996443937793664,3,4,-2.9377181785714286,-39.96215072659416,0.07103156203348551,2020-05-11 06:00:00
1589176800,-3.7753380746875,-38.561908477157424,320,1,-3.776351579368932,-38.56460080361853,0.002876771379591238,2020-05-11 06:00:00
1589176800,-3.5104787657894736,-39.43994541644742,19,6,-3.5331099642857144,-39.49387485409369,0.058485514360341835,2020-05-11 06:00:00
1589176800,-3.691943391666667,-40.34945250724236,6,0,-3.688677857894737,-40.340890357894736,0.00916373899592718,2020-05-11 06:00:00
1589187600,-3.812521508515284,-38.58431661939767,229,1,-3.7897404835766424,-38.57780359924617,0.023693765611627195,2020-05-11 09:00:00
1589187600,-3.6836809529411765,-40.484096383538606,17,0,-3.6801384583333334,-40.49083541358191,0.0076133956948496295,2020-05-11 09:00:00
1589187600,-3.50210354375,-39.417607043749996,16,3,-3.540311753846154,-39.383706738846975,0.05107933036854134,2020-05-11 09:00:00
1589198400,-3.8059323115384616,-38.591829027564145,78,8,-3.7582576078125,-38.583813499124474,0.04834383178392172,2020-05-11 12:00:00
1589198400,-3.572215025,-40.344767128126314,4,2,-3.652255375,-40.3288264,0.08161228119016702,2020-05-11 12:00:00
1589198400,-5.1970279,-38.11253881153675,2,3,-5.1638126,-38.0738144,0.05101799881285305,2020-05-11 12:00:00
1589198400,-4.1443218,-40.8935886,1,6,-4.1649026,-40.9414628,0.05211053976539109,2020-05-11 12:00:00
1589209200,-3.79102744893617,-38.58925977857126,47,2,-3.8105552777777776,-38.6221416968357,0.03824338698381135,2020-05-11 15:00:00
1589220000,-3.787088275,-38.58462541666667,12,3,-3.7373140333333335,-38.5506463,0.060266537174256764,2020-05-11 18:00:00
1589230800,-3.7981098125,-38.603742727635506,12,1,-3.82409554,-38.62498498,0.03356324357660764,2020-05-11 21:00:00
1589760000,-3.970409553586773,-38.58542939938604,13045,1,-3.9917500766557485,-38.57974874499025,0.0220836536606827,2020-05-18 00:00:00
1589760000,-3.5723631456415617,-40.37609722696885,4291,2,-3.59104118559729,-40.42377808885833,0.05120872744973947,2020-05-18 00:00:00
1589760000,-6.704800760203419,-39.357308309124264,1524,0,-6.746636980905077,-39.41275649235639,0.06946056713307931,2020-05-18 00:00:00
1589770800,-3.8073447566037735,-38.615026320821165,212,0,-3.7937751103703703,-38.55888768627965,0.05775535981215954,2020-05-18 03:00:00
1589781600,-3.688677857894737,-40.340890357894736,19,1,-3.7147340166666667,-40.33774800683115,0.026244957237775073,2020-05-18 06:00:00
1589781600,-3.776351579368932,-38.56460080361853,206,0,-3.7936156105468752,-38.56539916394141,0.017282481054611193,2020-05-18 06:00:00
1589781600,-7.132723974999999,-39.301257202605996,2,2,-7.134848366666667,-39.225447763758325,0.07583919869097422,2020-05-18 06:00:00
1589792400,-3.7897404835766424,-38.57780359924617,137,0,-3.8442753892857144,-38.63229253811654,0.07709150666524793,2020-05-18 09:00:00
1589803200,-3.7899150707317073,-38.59311177843697,41,0,-3.78290313125,-38.58482702902311,0.010853772077080943,2020-05-18 12:00:00
1589824800,-3.8437949,-38.6118084,3,1,-3.78193175,-38.56902905,0.07521384257150611,2020-05-18 18:00:00
1589824800,-3.7269202000000003,-38.5253038,2,1,-3.78193175,-38.56902905,0.07027210058795325,2020-05-18 18:00:00
1589824800,-3.8399529,-38.5477935,2,1,-3.78193175,-38.56902905,0.061785131149781174,2020-05-18 18:00:00
1589824800,-3.7581017,-38.6013313,1,1,-3.78193175,-38.56902905,0.04014108416693203,2020-05-18 18:00:00
1589824800,-3.8931926,-38.6106944,2,6,-3.917244625,-38.64629609014001,0.0429648722476102,2020-05-18 18:00:00
1590364800,-3.824065937525318,-38.6473229109052,12345,1,-3.834415144510533,-38.64934501846863,0.01054490417868738,2020-05-25 00:00:00
1590364800,-3.5071569026568246,-40.402813036564,4065,3,-3.5629838877233833,-40.40574929898525,0.05590414920944096,2020-05-25 00:00:00
1590375600,-3.605729616666667,-39.49873985861171,9,4,-3.559561432142857,-39.418847660381665,0.09227277280058185,2020-05-25 03:00:00
1590375600,-3.7937751103703703,-38.55888768627965,135,0,-3.781700421910112,-38.553446450230325,0.01324406098472664,2020-05-25 03:00:00
1590375600,-7.028077108333333,-39.25430838372298,6,1,-7.1373196285714275,-39.33225410573871,0.1341993435473486,2020-05-25 03:00:00
1590386400,-3.8150953126666667,-38.643135930439975,150,0,-3.8158277373239438,-38.53811693717828,0.10502154727113244,2020-05-25 06:00:00
1590386400,-6.937397214285713,-39.2836763713363,7,2,-6.994951425,-39.31066310527775,0.06356705891712004,2020-05-25 06:00:00
1590386400,-3.6258291033333334,-40.290608405227836,30,1,-3.6784551666666667,-40.407703333549186,0.12837727517224115,2020-05-25 06:00:00
1590397200,-3.8343636572463766,-38.617902024176196,69,0,-3.7935223305555557,-38.57790457123911,0.057164763685878216,2020-05-25 09:00:00
1590408000,-3.78290313125,-38.58482702902311,32,1,-3.81845368125,-38.67141077245686,0.09359800335735559,2020-05-25 12:00:00
1590418800,-3.79753074,-40.41433834,5,6,-3.70128565,-40.3628624,0.10914618522030888,2020-05-25 15:00:00
1590969600,-3.8368991786491677,-38.64518743723982,11852,0,-3.848268083033987,-38.67487799289011,0.03179278347796785,2020-06-01 00:00:00
1590969600,-3.476708107722811,-40.41111480484259,4791,2,-3.491599245006765,-40.51813213205828,0.10804838866834139,2020-06-01 00:00:00
1590969600,-3.109149534782609,-59.89016003838563,23,3,-3.0828161083333327,-59.98304647241359,0.09654708164717864,2020-06-01 00:00:00
1590980400,-3.779589383522727,-38.54963279004655,88,0,-3.7802862594202895,-38.55390106884375,0.004324793603672018,2020-06-01 03:00:00
1590980400,-7.217131992307692,-39.32267442925707,13,1,-7.2200690684210524,-39.317247930465356,0.006170356973224655,2020-06-01 03:00:00
1590980400,-4.222516973333334,-38.89616560976018,15,2,-4.2269107055555555,-38.879398170091406,0.01733354886472898,2020-06-01 03:00:00
1590980400,-4.9243439,-38.981900575000004,4,7,-4.9741675333333335,-39.022571733333336,0.06431591994915908,2020-06-01 03:00:00
1590991200,-3.7985445528985506,-38.5521010918791,69,3,-3.8061337321428574,-38.53129196860045,0.022149836416641477,2020-06-01 06:00:00
1590991200,-3.6974369651515153,-40.3471466078507,33,2,-3.6891752555555555,-40.37319605555555,0.027328182731863694,2020-06-01 06:00:00
1590991200,-3.549976028571429,-39.20029956836552,7,1,-3.402068825,-39.17748833125,0.14965591671213319,2020-06-01 06:00:00
1590991200,-4.219021270833333,-38.94080494658229,12,8,-4.23675232,-38.8428093,0.09958683072292292,2020-06-01 06:00:00
1591002000,-3.7935223305555557,-38.57790457123911,36,0,-3.8014172514285716,-38.581840980920454,0.008821853385242114,2020-06-01 09:00:00
1591012800,-3.8460654266666667,-38.629877277287314,15,0,-3.7389971458333333,-38.602145552343195,0.11060138032067351,2020-06-01 12:00:00
1591574400,-4.017920555102294,-38.583147411677146,11826,0,-4.054361030038594,-38.57260876698387,0.03793377447290768,2020-06-08 00:00:00
1591574400,-3.670223669769393,-40.444989202276716,5379,4,-3.6864758627931584,-40.434155594996,0.019532046107415664,2020-06-08 00:00:00
1591574400,-6.8645161287864305,-39.293100624582564,4219,1,-6.948714137038774,-39.29396354898879,0.08420243008322083,2020-06-08 00:00:00
1591585200,-3.8321751790123453,-38.59839964460457,81,1,-3.8345821364285713,-38.55502594649615,0.04344043198999716,2020-06-08 03:00:00
1591585200,-7.2200690684210524,-39.317247930465356,19,0,-7.2302264874999995,-39.21455421419887,0.10319482798468992,2020-06-08 03:00:00
1591596000,-3.7889329746478877,-38.64790212908821,71,1,-3.8393508532258065,-38.67179828698142,0.05579416494853042,2020-06-08 06:00:00
1591606800,-3.84477535,-38.60117879612527,45,1,-3.801157875,-38.57529770407836,0.05071799533581591,2020-06-08 09:00:00
1591617600,-3.7389971458333333,-38.602145552343195,12,0,-3.84175165,-38.61178768948493,0.10320590552359132,2020-06-08 12:00:00
1591639200,-3.7481817,-38.5747324,1,0,-3.741003,-38.5913217,0.018075912376338432,2020-06-08 18:00:00
1592179200,-4.054361030038594,-38.57260876698387,12979,0,-4.032454959593962,-38.59003244902949,0.02799036652305535,2020-06-15 00:00:00
1592179200,-6.948714137038774,-39.29396354898879,6504,1,-6.879307375440186,-39.355166410649765,0.0925369592697802,2020-06-15 00:00:00
1592179200,-5.644193407121209,-44.13468697577814,330,4,-5.6176049493589755,-44.16019324766659,0.03684448387361133,2020-06-15 00:00:00
1592179200,-3.6864758627931584,-40.434155594996,7523,2,-3.690109332752918,-40.43282123429994,0.0038707392524618216,2020-06-15 00:00:00
1592190000,-3.7909461522727272,-38.576600434162586,66,1,-3.7706859382812503,-38.55595449527793,0.028926304004711845,2020-06-15 03:00:00
1592190000,-7.21756346,-39.31337055203864,20,2,-7.191335373913044,-39.3068366007479,0.027029706233025374,2020-06-15 03:00:00
1592200800,-6.951835934375,-39.368075339900464,16,2,-6.916588455,-39.34408812308552,0.042635330100410256,2020-06-15 06:00:00
1592200800,-3.8393508532258065,-38.67179828698142,62,1,-3.799422569512195,-38.602063041013395,0.08035715506819104,2020-06-15 06:00:00
1592211600,-3.801157875,-38.57529770407836,18,0,-3.85444736,-38.584831539999996,0.05413560047589058,2020-06-15 09:00:00
1592211600,-7.1954739,-39.31611490702319,1,3,-7.085039733333334,-39.364182317233414,0.12044160864076091,2020-06-15 09:00:00
1592211600,-3.55573456,-40.32273096,5,2,-3.508264425,-40.4389631,0.1255520771872682,2020-06-15 09:00:00
1592222400,-3.84175165,-38.61178768948493,6,2,-3.7211784999999997,-38.5878588,0.12292467715173204,2020-06-15 12:00:00
1592222400,-7.2336948,-39.41235582738014,2,1,-7.238152333333334,-39.413854560025065,0.004702744193444324,2020-06-15 12:00:00
1592233200,-5.017826183333334,-38.00973252919504,3,2,-4.93177225,-37.9626118,0.09811035909750514,2020-06-15 15:00:00
1592784000,-6.879307375440186,-39.355166410649765,6985,1,-7.008321721657364,-39.34394026710882,0.1295018448847096,2020-06-22 00:00:00
1592794800,-3.7760435253846154,-38.55153832458135,65,2,-3.798304158333333,-38.5652927730504,0.026167167066904466,2020-06-22 03:00:00
1592794800,-7.191335373913044,-39.3068366007479,23,1,-7.236521302702703,-39.29911411793248,0.04584108311761027,2020-06-22 03:00:00
1592794800,-3.48159595,-39.2517742247036,6,6,-3.6167220333333336,-39.30279165959804,0.14443627335346904,2020-06-22 03:00:00
1592805600,-3.7812086703125,-40.59088282502865,32,2,-3.843565769444444,-40.64364733652908,0.0816853811021858,2020-06-22 06:00:00
1592805600,-3.799422569512195,-38.602063041013395,41,0,-3.8814450137931034,-38.54292676325751,0.10111765776760183,2020-06-22 06:00:00
1592805600,-6.916588455,-39.34408812308552,10,1,-7.003465722727273,-39.403510962730735,0.10525556289003499,2020-06-22 06:00:00
